id,date,time,temperature,humidity,energy_usage,particulate,room
80,5/7/20,1:44:20,52,0.7,0xe9c,2.10E+01,2
81,5/7/20,1:45:22,52,0.32,0xe9a,2.10E+01,2
82,5/7/20,1:46:18,52,0.46,0xe97,2.10E+01,2
83,5/7/20,1:46:40,52,0.49,0xe8e,2.10E+01,2
84,5/7/20,1:48:09,52,0.49,0xe8c,2.20E+01,2
85,5/7/20,1:50:04,52,0.53,0xe88,2.20E+01,2
86,5/7/20,1:50:32,52,0.55,0xe84,2.20E+01,2
87,5/7/20,1:51:16,52,0.38,0xe83,2.20E+01,2
88,5/7/20,1:51:19,52,0.8,0xe6f,2.20E+01,2
89,5/7/20,1:57:06,52,0.44,0xe6f,2.20E+01,2
90,5/7/20,1:58:35,53,0.48,0xe6d,2.20E+01,2
91,5/7/20,1:59:59,53,0.47,0xe6b,2.20E+01,2
92,5/7/20,2:02:14,53,0.71,0xe5c,2.20E+01,2
93,5/7/20,2:02:57,53,0.87,0xe52,2.20E+01,2
94,5/7/20,2:03:50,53,0.38,0xe51,2.20E+01,2
95,5/7/20,2:04:30,53,0.3,0xe46,2.30E+01,2
96,5/7/20,2:15:05,53,0.76,0xe44,2.30E+01,2
97,5/7/20,2:15:29,53,0.81,0xe43,2.30E+01,2
98,5/7/20,2:15:33,53,0.65,0xe37,2.30E+01,2
99,5/7/20,2:18:14,53,0.42,0xe33,2.30E+01,2
100,5/7/20,2:20:26,53,0.6,0xe2f,2.30E+01,2
101,5/7/20,2:24:36,53,0.49,0xe25,2.40E+01,2
102,5/7/20,2:25:09,53,0.52,0xe21,2.40E+01,2
103,5/7/20,2:25:20,53,0.68,0xe21,2.40E+01,2
104,5/7/20,2:27:40,53,0.8,0xe1e,2.40E+01,2
105,5/7/20,2:29:02,53,0.7,0xe1a,2.40E+01,2
106,5/7/20,2:29:50,53,0.51,0xe19,2.40E+01,2
107,5/7/20,2:30:03,53,0.4,0xe14,2.40E+01,2
108,5/7/20,2:32:10,53,0.44,0xe0f,2.40E+01,2
109,5/7/20,2:32:40,53,0.68,0xe03,2.40E+01,2
110,5/7/20,2:35:30,53,0.89,0xdfa,2.50E+01,2
111,5/7/20,2:40:43,53,0.69,0xdfa,2.50E+01,2
112,5/7/20,2:41:32,53,0.74,0xdf9,2.50E+01,2
113,5/7/20,2:43:17,53,0.34,0xdf8,2.50E+01,2
114,5/7/20,2:43:47,53,0.36,0xdef,2.50E+01,2
115,5/7/20,2:44:13,53,0.89,0xde8,2.50E+01,2
116,5/7/20,2:47:37,53,0.58,0xde6,2.60E+01,2
117,5/7/20,2:52:39,53,0.49,0xde4,2.60E+01,2
118,5/7/20,2:53:05,53,0.71,0xde0,2.60E+01,2
119,5/7/20,2:53:32,54,0.42,0xdd9,2.60E+01,2
120,5/7/20,2:56:58,54,0.43,0xdd8,2.70E+01,2
121,5/7/20,2:57:23,54,0.37,0xdd3,2.70E+01,2
122,5/7/20,2:58:55,54,0.49,0xdcf,2.70E+01,2
123,5/7/20,2:59:54,54,0.8,0xdc6,2.70E+01,2
124,5/7/20,3:01:15,54,0.42,0xdbe,2.80E+01,2
125,5/7/20,3:02:37,54,0.75,0xdb9,2.80E+01,2
126,5/7/20,3:02:49,54,0.42,0xdb5,2.80E+01,2
127,5/7/20,3:05:42,54,0.38,0xdb5,2.80E+01,2
128,5/7/20,3:07:42,54,0.65,0xdac,2.80E+01,2
129,5/7/20,3:07:46,54,0.78,0xda3,2.80E+01,2
130,5/7/20,3:09:32,54,0.37,0xda1,2.80E+01,2
131,5/7/20,3:09:43,54,0.5,0xda0,2.80E+01,2
132,5/7/20,3:09:57,54,0.9,0xd9d,2.90E+01,2
133,5/7/20,3:10:13,54,0.34,0xd96,2.90E+01,2
134,5/7/20,3:12:33,54,0.5,0xd8c,2.90E+01,2
135,5/7/20,3:13:13,54,0.83,0xd82,2.90E+01,2
136,5/7/20,3:13:41,54,0.72,0xd82,2.90E+01,2
137,5/7/20,3:16:14,54,0.45,0xd80,2.90E+01,2
138,5/7/20,3:16:28,54,0.34,0xd7e,2.90E+01,2
139,5/7/20,3:18:04,54,0.45,0xd7b,2.90E+01,2
140,5/7/20,3:18:42,54,0.31,0xd6f,2.90E+01,2
141,5/7/20,3:20:44,54,0.86,0xd62,2.90E+01,2
142,5/7/20,3:29:01,54,0.32,0xd60,3.00E+01,2
143,5/7/20,3:29:05,54,0.52,0xd57,3.00E+01,2
144,5/7/20,3:29:10,54,0.39,0xd51,3.00E+01,2
145,5/7/20,3:29:14,55,0.37,0xd4d,3.00E+01,2
146,5/7/20,3:31:16,55,0.73,0xd4c,3.00E+01,2
147,5/7/20,3:32:28,55,0.37,0xd4b,3.00E+01,2
148,5/7/20,3:33:07,55,0.72,0xd48,3.00E+01,2
149,5/7/20,3:34:22,55,0.42,0xd44,3.10E+01,2
150,5/7/20,3:34:36,55,0.56,0xd44,3.10E+01,2
151,5/7/20,3:35:35,55,0.56,0xd3c,3.10E+01,2
152,5/7/20,3:36:28,55,0.68,0xd3b,3.10E+01,2
153,5/7/20,3:37:51,55,0.64,0xd38,3.10E+01,2
154,5/7/20,3:38:23,55,0.78,0xd35,3.10E+01,2
155,5/7/20,3:38:48,55,0.47,0xd31,3.20E+01,2
156,5/7/20,3:38:53,55,0.76,0xd2d,3.20E+01,2
157,5/7/20,3:39:56,55,0.89,0xd27,3.20E+01,2
158,5/7/20,3:42:11,55,0.73,0xd25,3.20E+01,2
159,5/7/20,3:42:36,55,0.74,0xd24,3.20E+01,2
160,5/7/20,3:42:39,55,0.49,0xd22,3.20E+01,2
161,5/7/20,3:43:43,55,0.31,0xd22,3.20E+01,2
162,5/7/20,3:44:33,55,0.66,0xd1d,3.30E+01,2
163,5/7/20,3:45:26,55,0.39,0xd1d,3.30E+01,2
164,5/7/20,3:45:27,55,0.45,0xd19,3.30E+01,2
165,5/7/20,3:48:16,55,0.5,0xd15,3.30E+01,2
166,5/7/20,3:53:57,55,0.87,0xd08,3.30E+01,2
167,5/7/20,3:54:10,55,0.43,0xd03,3.30E+01,2
168,5/7/20,3:56:26,55,0.58,0xcfe,3.30E+01,2
169,5/7/20,3:56:41,55,0.69,0xcf7,3.30E+01,2
170,5/7/20,3:59:09,55,0.81,0xcef,3.30E+01,2
171,5/7/20,4:01:41,55,0.51,0xce3,3.30E+01,2
172,5/7/20,4:05:26,55,0.72,0xce1,3.30E+01,2
173,5/7/20,4:05:48,55,0.53,0xcdf,3.30E+01,2
174,5/7/20,4:08:32,55,0.78,0xcdb,3.30E+01,2
175,5/7/20,4:09:23,55,0.89,0xcda,3.40E+01,2
176,5/7/20,4:10:43,56,0.82,0xcd7,3.40E+01,2
177,5/7/20,4:11:43,56,0.61,0xcd5,3.40E+01,2
178,5/7/20,4:14:08,56,0.75,0xcd4,3.40E+01,2
179,5/7/20,4:15:23,56,0.31,0xcd4,3.40E+01,2
180,5/7/20,4:15:57,56,0.67,0xccf,3.40E+01,2
181,5/7/20,4:17:10,56,0.78,0xccd,3.40E+01,2
182,5/7/20,4:19:12,56,0.64,0xcc9,3.40E+01,2
183,5/7/20,4:19:42,56,0.31,0xcc9,3.40E+01,2
184,5/7/20,4:21:36,56,0.76,0xcc8,3.40E+01,2
185,5/7/20,4:21:37,56,0.31,0xcc3,3.40E+01,2
186,5/7/20,4:21:55,56,0.65,0xcbe,3.50E+01,2
187,5/7/20,4:22:01,56,0.39,0xcbb,3.50E+01,2
188,5/7/20,4:27:17,56,0.38,0xcbb,3.50E+01,2
189,5/7/20,4:27:32,56,0.52,0xcba,3.50E+01,2
190,5/7/20,4:28:00,56,0.84,0xcb8,3.50E+01,2
191,5/7/20,4:28:13,56,0.78,0xcb7,3.50E+01,2
192,5/7/20,4:29:45,56,0.68,0xcb2,3.60E+01,2
193,5/7/20,4:31:34,56,0.8,0xcb1,3.60E+01,2
194,5/7/20,4:33:40,56,0.53,0xcb0,3.60E+01,2
195,5/7/20,4:34:03,56,0.8,0xcae,3.60E+01,2
196,5/7/20,4:34:44,56,0.32,0xcad,3.60E+01,2
197,5/7/20,4:35:59,56,0.41,0xcaa,3.70E+01,2
198,5/7/20,4:37:32,56,0.68,0xca9,3.70E+01,2
199,5/7/20,4:38:37,57,0.59,0xca7,3.70E+01,2
200,5/7/20,4:38:53,57,0.58,0xc96,3.70E+01,2
201,5/7/20,4:41:38,57,0.87,0xc94,3.70E+01,2
202,5/7/20,4:42:44,57,0.52,0xc94,3.70E+01,2
203,5/7/20,4:43:32,57,0.6,0xc92,3.70E+01,2
204,5/7/20,4:45:33,57,0.34,0xc86,3.80E+01,2
205,5/7/20,4:47:12,57,0.58,0xc7f,3.80E+01,2
206,5/7/20,4:47:18,57,0.49,0xc7d,3.90E+01,2
207,5/7/20,4:48:19,57,0.46,0xc7d,3.90E+01,2
208,5/7/20,4:48:36,57,0.53,0xc7d,3.90E+01,2
209,5/7/20,4:49:20,57,0.66,0xc7c,3.90E+01,2
210,5/7/20,4:49:57,57,0.51,0xc79,3.90E+01,2
211,5/7/20,4:50:26,57,0.63,0xc77,3.90E+01,2
212,5/7/20,4:51:15,57,0.7,0xc73,4.00E+01,2
213,5/7/20,4:51:17,57,0.33,0xc6d,4.00E+01,2
214,5/7/20,4:52:03,57,0.36,0xc6d,4.00E+01,2
215,5/7/20,4:53:19,57,0.41,0xc6b,4.00E+01,2
216,5/7/20,4:53:40,57,0.83,0xc67,4.00E+01,2
217,5/7/20,4:55:46,57,0.41,0xc59,4.00E+01,2
218,5/7/20,4:59:11,57,0.55,0xc52,4.10E+01,2
219,5/7/20,5:00:14,57,0.84,0xc50,4.10E+01,2
220,5/7/20,5:05:12,57,0.65,0xc4f,4.10E+01,2
221,5/7/20,5:05:41,57,0.72,0xc4f,4.10E+01,2
222,5/7/20,5:06:08,57,0.31,0xc47,4.20E+01,2
223,5/7/20,5:06:29,57,0.52,0xc41,4.20E+01,2
224,5/7/20,5:07:10,57,0.47,0xc35,4.20E+01,2
225,5/7/20,5:07:15,57,0.66,0xc34,4.20E+01,2
226,5/7/20,5:07:56,57,0.79,0xc32,4.20E+01,2
227,5/7/20,5:11:59,57,0.56,0xc2b,4.20E+01,2
228,5/7/20,5:12:25,58,0.53,0xc2a,4.30E+01,2
229,5/7/20,5:12:47,58,0.49,0xc21,4.30E+01,2
230,5/7/20,5:12:48,58,0.38,0xc20,4.30E+01,2
231,5/7/20,5:12:53,58,0.48,0xc1d,4.40E+01,2
232,5/7/20,5:13:33,58,0.5,0xc1b,4.40E+01,2
233,5/7/20,5:16:09,58,0.65,0xc16,4.40E+01,2
234,5/7/20,5:25:09,58,0.68,0xc16,4.40E+01,2
235,5/7/20,5:25:13,58,0.72,0xc0a,4.40E+01,2
236,5/7/20,5:26:59,58,0.82,0xc08,4.50E+01,2
237,5/7/20,5:29:30,58,0.32,0xc07,4.50E+01,2
238,5/7/20,5:34:15,58,0.61,0xc06,4.50E+01,2
239,5/7/20,5:35:32,58,0.37,0xc04,4.50E+01,2
240,5/7/20,5:36:13,58,0.71,0xc00,4.50E+01,2
241,5/7/20,5:36:34,58,0.73,0xbff,4.50E+01,2
242,5/7/20,5:37:19,58,0.68,0xbfa,4.50E+01,2
243,5/7/20,5:37:24,58,0.57,0xbf4,4.50E+01,2
244,5/7/20,5:38:22,58,0.63,0xbf1,4.50E+01,2
245,5/7/20,5:41:13,58,0.42,0xbe9,4.50E+01,2
246,5/7/20,5:42:50,58,0.84,0xbe3,4.60E+01,2
247,5/7/20,5:45:05,58,0.8,0xbe1,4.60E+01,2
248,5/7/20,5:45:44,58,0.59,0xbdf,4.70E+01,2
249,5/7/20,5:45:47,58,0.78,0xbdf,4.70E+01,2
250,5/7/20,5:46:30,58,0.36,0xbde,4.70E+01,2
251,5/7/20,5:46:31,58,0.52,0xbde,4.70E+01,2
252,5/7/20,5:51:02,58,0.43,0xbda,4.70E+01,2
253,5/7/20,5:51:15,58,0.85,0xbd2,4.70E+01,2
254,5/7/20,5:51:58,58,0.64,0xbd0,4.70E+01,2
255,5/7/20,5:52:26,58,0.43,0xbc8,4.80E+01,2
256,5/7/20,5:53:43,58,0.49,0xbc2,4.80E+01,2
257,5/7/20,5:55:41,58,0.81,0xbbc,4.80E+01,2
258,5/7/20,5:58:29,58,0.53,0xbb7,4.80E+01,2
259,5/7/20,6:01:02,58,0.77,0xbb4,4.80E+01,2
260,5/7/20,6:01:16,58,0.36,0xba9,4.80E+01,2
261,5/7/20,6:01:52,58,0.55,0xba8,4.80E+01,2
262,5/7/20,6:02:46,58,0.82,0xba6,4.80E+01,2
263,5/7/20,6:05:42,58,0.58,0xba2,4.80E+01,2
264,5/7/20,6:06:10,58,0.72,0xba2,4.80E+01,2
265,5/7/20,6:08:15,59,0.47,0xb9c,4.90E+01,2
266,5/7/20,6:10:37,59,0.82,0xb99,4.90E+01,2
267,5/7/20,6:12:51,59,0.76,0xb96,4.90E+01,2
268,5/7/20,6:14:04,59,0.55,0xb91,5.00E+01,2
269,5/7/20,6:15:14,59,0.39,0xb8f,5.00E+01,2
270,5/7/20,6:15:38,59,0.69,0xb85,5.00E+01,2
271,5/7/20,6:17:13,59,0.62,0xb7b,5.00E+01,2
272,5/7/20,6:21:08,59,0.53,0xb7a,5.00E+01,2
273,5/7/20,6:21:19,59,0.52,0xb76,5.00E+01,2
274,5/7/20,6:22:22,59,0.6,0xb73,5.00E+01,2
275,5/7/20,6:24:52,59,0.6,0xb72,5.00E+01,2
276,5/7/20,6:26:18,59,0.68,0xb70,5.00E+01,2
277,5/7/20,6:31:58,59,0.57,0xb6f,5.10E+01,2
278,5/7/20,6:35:06,59,0.47,0xb64,5.10E+01,2
279,5/7/20,6:38:48,59,0.75,0xb51,5.20E+01,2
280,5/7/20,6:43:14,59,0.8,0xb50,5.20E+01,2
281,5/7/20,6:44:10,59,0.33,0xb4e,5.20E+01,2
282,5/7/20,6:45:33,59,0.3,0xb4b,5.20E+01,2
283,5/7/20,6:50:01,59,0.81,0xb3e,5.20E+01,2
284,5/7/20,6:50:46,59,0.85,0xb3d,5.20E+01,2
285,5/7/20,6:53:14,59,0.83,0xb3c,5.20E+01,2
286,5/7/20,6:53:25,59,0.34,0xb2d,5.20E+01,2
287,5/7/20,6:53:41,59,0.89,0xb2c,5.20E+01,2
288,5/7/20,6:53:46,59,0.71,0xb28,5.20E+01,2
289,5/7/20,6:54:24,59,0.55,0xb28,5.20E+01,2
290,5/7/20,6:56:28,59,0.48,0xb27,5.20E+01,2
291,5/7/20,6:58:57,59,0.42,0xb26,5.30E+01,2
292,5/7/20,7:00:35,60,0.64,0xb23,5.30E+01,2
293,5/7/20,7:01:16,60,0.63,0xb1e,5.30E+01,2
294,5/7/20,7:01:46,60,0.59,0xb14,5.30E+01,2
295,5/7/20,7:02:03,60,0.77,0xb12,5.40E+01,2
296,5/7/20,7:02:06,60,0.35,0xb12,5.40E+01,2
297,5/7/20,7:04:11,60,0.69,0xb11,5.50E+01,2
298,5/7/20,7:07:08,60,0.54,0xb07,5.50E+01,2
299,5/7/20,7:09:10,60,0.55,0xb03,5.50E+01,2
300,5/7/20,7:11:40,60,0.58,0xb02,5.50E+01,2
301,5/7/20,7:12:10,60,0.49,0xb00,5.50E+01,2
302,5/7/20,7:16:34,60,0.75,0xaf7,5.60E+01,2
303,5/7/20,7:16:57,60,0.31,0xaf6,5.60E+01,2
304,5/7/20,7:21:48,60,0.45,0xaeb,5.60E+01,2
305,5/7/20,7:23:51,60,0.8,0xaea,5.60E+01,2
306,5/7/20,7:24:56,60,0.64,0xae7,5.60E+01,2
307,5/7/20,7:26:23,60,0.58,0xad7,5.60E+01,2
308,5/7/20,7:26:44,60,0.73,0xad1,5.60E+01,2
309,5/7/20,7:27:53,60,0.84,0xacc,5.60E+01,2
310,5/7/20,7:29:40,60,0.81,0xac9,5.70E+01,2
311,5/7/20,7:29:55,60,0.77,0xac8,5.70E+01,2
312,5/7/20,7:30:46,60,0.33,0xac0,5.70E+01,2
313,5/7/20,7:31:19,60,0.37,0xabd,5.70E+01,2
314,5/7/20,7:32:04,60,0.37,0xabd,5.70E+01,2
315,5/7/20,7:35:52,60,0.32,0xab4,5.70E+01,2
316,5/7/20,7:38:00,60,0.43,0xab1,5.70E+01,2
317,5/7/20,7:38:41,60,0.65,0xab0,5.80E+01,2
318,5/7/20,7:38:47,60,0.69,0xaad,5.90E+01,2
319,5/7/20,7:42:14,60,0.51,0xaa6,5.90E+01,2
320,5/7/20,7:43:33,60,0.67,0xaa1,5.90E+01,2
321,5/7/20,7:45:51,60,0.64,0xa9b,5.90E+01,2
322,5/7/20,7:47:45,60,0.8,0xa9a,5.90E+01,2
323,5/7/20,7:50:21,60,0.65,0xa8d,5.90E+01,2
324,5/7/20,7:50:24,60,0.65,0xa88,5.90E+01,2
325,5/7/20,7:51:05,60,0.8,0xa7d,5.90E+01,2
326,5/7/20,7:52:02,60,0.45,0xa70,6.00E+01,2
327,5/7/20,7:52:52,61,0.83,0xa6f,6.00E+01,2
328,5/7/20,7:52:56,61,0.71,0xa6d,6.00E+01,2
329,5/7/20,7:54:29,61,0.49,0xa69,6.00E+01,2
330,5/7/20,7:54:31,61,0.72,0xa67,6.00E+01,2
331,5/7/20,7:55:23,61,0.69,0xa64,6.00E+01,2
332,5/7/20,7:59:04,61,0.31,0xa63,6.00E+01,2
333,5/7/20,7:59:57,61,0.84,0xa61,6.00E+01,2
334,5/7/20,8:01:11,61,0.64,0xa56,6.10E+01,2
335,5/7/20,8:03:18,61,0.81,0xa51,6.10E+01,2
336,5/7/20,8:05:47,61,0.56,0xa47,6.10E+01,2
337,5/7/20,8:08:05,61,0.32,0xa44,6.10E+01,2
338,5/7/20,8:08:28,61,0.67,0xa44,6.10E+01,2
339,5/7/20,8:08:52,61,0.31,0xa43,6.20E+01,2
340,5/7/20,8:08:54,61,0.72,0xa43,6.20E+01,2
341,5/7/20,8:09:52,61,0.37,0xa42,6.20E+01,2
342,5/7/20,8:09:56,61,0.78,0xa3f,6.20E+01,2
343,5/7/20,8:10:34,61,0.63,0xa3e,6.20E+01,2
344,5/7/20,8:12:27,61,0.33,0xa3c,6.20E+01,2
345,5/7/20,8:12:39,61,0.8,0xa3b,6.30E+01,2
346,5/7/20,8:14:00,61,0.4,0xa3a,6.30E+01,2
347,5/7/20,8:15:13,61,0.68,0xa26,6.30E+01,2
348,5/7/20,8:16:43,61,0.61,0xa18,6.30E+01,2
349,5/7/20,8:17:11,61,0.85,0xa10,6.30E+01,2
350,5/7/20,8:18:03,61,0.49,0xa0e,6.30E+01,2
351,5/7/20,8:21:00,61,0.57,0xa09,6.30E+01,2
352,5/7/20,8:23:38,61,0.52,0xa07,6.30E+01,2
353,5/7/20,8:24:45,61,0.79,0xa07,6.30E+01,2
354,5/7/20,8:26:17,61,0.86,0xa03,6.40E+01,2
355,5/7/20,8:27:29,61,0.72,0xa01,6.40E+01,2
356,5/7/20,8:28:12,61,0.63,0x9fe,6.40E+01,2
357,5/7/20,8:28:22,61,0.87,0x9fb,6.40E+01,2
358,5/7/20,8:32:14,61,0.44,0x9f6,6.40E+01,2
359,5/7/20,8:38:38,61,0.33,0x9f4,6.50E+01,2
360,5/7/20,8:40:46,62,0.45,0x9f3,6.50E+01,2
361,5/7/20,8:43:05,62,0.68,0x9f2,6.50E+01,2
362,5/7/20,8:44:19,62,0.33,0x9e5,6.50E+01,2
363,5/7/20,8:46:46,62,0.32,0x9e4,6.60E+01,2
364,5/7/20,8:48:57,62,0.87,0x9e2,6.60E+01,2
365,5/7/20,8:54:03,62,0.76,0x9db,6.60E+01,2
366,5/7/20,8:57:13,62,0.45,0x9cd,6.60E+01,2
367,5/7/20,8:57:15,62,0.78,0x9cc,6.60E+01,2
368,5/7/20,8:57:34,62,0.38,0x9c5,6.60E+01,2
369,5/7/20,8:58:10,62,0.69,0x9c3,6.60E+01,2
370,5/7/20,9:01:39,62,0.42,0x9bf,6.60E+01,2
371,5/7/20,9:02:20,62,0.87,0x9bc,6.60E+01,2
372,5/7/20,9:04:27,62,0.62,0x9b6,6.60E+01,2
373,5/7/20,9:05:33,62,0.88,0x9b6,6.60E+01,2
374,5/7/20,9:07:33,62,0.73,0x9b3,6.70E+01,2
375,5/7/20,9:08:28,62,0.59,0x9b1,6.70E+01,2
376,5/7/20,9:08:31,62,0.42,0x9b0,6.70E+01,2
377,5/7/20,9:10:35,62,0.64,0x9ac,6.80E+01,2
378,5/7/20,9:12:41,62,0.38,0x9ab,6.80E+01,2
379,5/7/20,9:17:13,62,0.35,0x9a3,6.80E+01,2
380,5/7/20,9:17:35,62,0.43,0x9a0,6.80E+01,2
381,5/7/20,9:20:03,62,0.87,0x99f,6.90E+01,2
382,5/7/20,9:22:18,62,0.8,0x99f,6.90E+01,2
383,5/7/20,9:24:47,62,0.46,0x99f,6.90E+01,2
384,5/7/20,9:25:39,62,0.66,0x99c,6.90E+01,2
385,5/7/20,9:27:31,62,0.38,0x992,6.90E+01,2
386,5/7/20,9:28:09,63,0.33,0x990,6.90E+01,2
387,5/7/20,9:30:27,63,0.71,0x98e,6.90E+01,2
388,5/7/20,9:30:45,63,0.87,0x98a,6.90E+01,2
389,5/7/20,9:31:05,63,0.66,0x987,7.00E+01,2
390,5/7/20,9:33:30,63,0.41,0x987,7.00E+01,2
391,5/7/20,9:36:26,63,0.3,0x984,7.00E+01,2
392,5/7/20,9:37:14,63,0.61,0x983,7.00E+01,2
393,5/7/20,9:40:20,63,0.44,0x97e,7.00E+01,2
394,5/7/20,9:41:56,63,0.51,0x97e,7.10E+01,2
395,5/7/20,9:43:58,63,0.83,0x974,7.10E+01,2
396,5/7/20,9:46:22,63,0.69,0x961,7.10E+01,2
397,5/7/20,9:51:45,63,0.67,0x960,7.10E+01,2
398,5/7/20,9:52:53,63,0.6,0x95b,7.20E+01,2
399,5/7/20,9:54:39,63,0.31,0x959,7.20E+01,2
400,5/7/20,9:55:09,63,0.43,0x957,7.20E+01,2
401,5/7/20,9:57:26,63,0.42,0x956,7.20E+01,2
402,5/7/20,10:00:45,63,0.36,0x955,7.20E+01,2
403,5/7/20,10:01:42,63,0.63,0x955,7.20E+01,2
404,5/7/20,10:06:44,63,0.89,0x954,7.30E+01,2
405,5/7/20,10:08:20,63,0.51,0x953,7.30E+01,2
